,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
11357,Knorr Fix Kotlety mielone 64 g,"Sosy, przyprawy",Knorr Fix Minced cutlets 64 g,"Sauces, spices",Knorr Fix Côtelettes Émincées 64 g,"Sauces, Epices"
6834,Danone - Kefir w butelce,Pozosta?e produkty mleczne,Danone - Kefir in a bottle,Other dairy products,Danone - Kéfir en bouteille,Autres produits laitiers
14480,Bakoma Men Pro Jogurt owoce le?ne z wysok? zawarto?ci? bia?ka 230 g,Jogurt,Bakoma Men Pro Yogurt forest fruit with a high protein content of 230 g,Yoghurt,Fruit forestier Bakoma Men Pro avec une teneur en protéines élevée de 230 g,yaourt
12083,Knorr Fiesta La Tomatina Danie makaron 69 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr Fiesta La Tomatina Dish pasta 69 g,Other food items not elsewhere classified,Knorr Fiesta La Tomatina Plat 69 g,Autres produits alimentaires nca
6956,"Diamond - Grzyby Shiitake, ca?e",Warzywa suszone i pozosta?e przetwory warzywne,"Diamond - Shiitake Mushrooms, whole",Dried vegetables and other vegetable preserves,"Diamant - Champignons Shiitake, entiers",Légumes secs et autres préparations à base de légumes
10404,fuzetea - Napój niegazowany o smaku cytrynowym z ekstraktem z czarnej herbaty i trawy cytrynowej,Napoje orze?wiaj?ce,fuzetea - Non-carbonated lemon flavor drink with black tea and lemongrass extract,Refreshing drinks,fuzetea - Boisson à saveur de citron non gazeuse avec thé noir et extrait de citronnelle,Boissons rafraîchissantes
5349,Wiórki kokosowe ,Owoce suszone i orzechy,Coconut shrims,Dried fruits and nuts,Flocons de noix de coco,Fruits secs et noix
3319,Oliwki Figaro zielone z papryk?,Warzywa suszone i pozosta?e przetwory warzywne,Figaro olives green with peppers,Dried vegetables and other vegetable preserves,Figaro olives vertes aux poivrons,Légumes secs et autres préparations à base de légumes
15463,  White Balance Herbata zielona ekspresowa 34 g (20 torebek),Herbata,White Balance Green tea express 34 g (20 bags),Tea,White Balance thé vert express 34 g (20 sachets),thé
4920,Sól czosnkowa Kamis ,"Sól, przyprawy korzenne i zio?a kulinarne",Kamis garlic salt,"Salt, spices and culinary herbs",Kamis au sel d&#39;ail,"Sel, épices et herbes culinaires"
12974,Krakuski Duelki Herbatniki posypane cukrem z czekolad? mleczn? 181 g,Pozosta?e wyroby piekarskie,Krakuski Duelki Biscuits sprinkled with milk chocolate 181 g,Other bakery products,Krakuski Duelki Biscuits saupoudrés de chocolat au lait 181 g,Autres produits de boulangerie
15216,"Lipton Classic Herbata zielona 32,5 g (25 torebek)",Herbata,Lipton Classic Green Tea 32.5 g (25 bags),Tea,"Thé vert classique Lipton 32,5 g (25 sachets)",thé
14113,Aviko Zig Zag Frytki karbowane do piekarnika 2500 g,Ziemniaki,Aviko Zig Zag Fries in corrugated oven 2500 g,potatoes,Aviko Zig Zag Frites au four Frites 2500 g,pommes de terre
1183,Golonka w siatce ,Mi?so wieprzowe,Knuckle in the net,Pork meat,Coup de poing dans le filet,Viande de porc
16301,Chleb ch?opski,Pieczywo,Peasant bread,Bread,Pain paysan,pain
14432,Zott Jogobella truskawka-acerola Jogurt 150 g,Jogurt,Zott Jogobella Strawberry-Acerola Yogurt 150 g,Yoghurt,Yogourt à la fraise et à l&#39;acérola de Zott Jogobella 150 g,yaourt
5931,  - Naturalna woda mineralna gazowana,Wody mineralne lub ?ródlane,#NAME?,Mineral or spring waters,#NAME?,Eaux minérales ou sources
7893,Jacobs - Krönung Kawa mielona 500g,Kawa,Jacobs - Krönung Ground coffee 500g,Coffee,Jacobs - Krönung Café moulu 500g,café
16824,  Rodzynki Thompson 200 g,Owoce suszone i orzechy,Thompson raisins 200 g,Dried fruits and nuts,Raisins secs Thompson 200 g,Fruits secs et noix
11062,Kotányi Trawa cytrynowa ci?ta 15 g,"Sól, przyprawy korzenne i zio?a kulinarne",Kotányi Lemon grass cut 15 g,"Salt, spices and culinary herbs",Kotányi Citronnelle coupée 15 g,"Sel, épices et herbes culinaires"
5775,  - Gazpacho zupa wielowarzywna z oliw? z oliwek,Gotowe dania,#NAME?,Prepared dishes,- Soupe multi-légumes au gaspacho à l&#39;huile d&#39;olive,Plats cuisinés
10760,  Kasza gryczana pra?ona 500 g,M?ka i pozosta?e zbo?a,Roasted buckwheat 500 g,Flour and other cereals,Sarrasin rôti 500 g,Farine et autres céréales
15301,Vitax Inspirations Limonka and Cytryna Herbata owocowo-zio?owa 40 g (20 torebek),Herbata,Vitax Inspirations Lime and Lemon Fruit and Herbal Tea 40 g (20 bags),Tea,"Vitax Inspirations Tisane aux fruits, citron vert et citron vert 40 g (20 sachets)",thé
5452,Zupa ogórkowa Winiary - Jak u Mamy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary cucumber soup - Like Mother&#39;s,Other food items not elsewhere classified,Soupe de concombre Winiary - Comme celle de maman,Autres produits alimentaires nca
8467,Lisner - Filety ?ledziowe w oleju,Pozosta?e przetwory z ryb i owoców morza,Lisner - Herring fillets in oil,Other preparations of fish and seafood,Lisner - Filets de hareng à l&#39;huile,Autres préparations de poisson et de fruits de mer
1817,Kawa Nescafé Classic rozpuszczalna ,Kawa,Nescafé Classic instant coffee,Coffee,Café instantané Nescafé Classic,café
6994,Doritos - Nacho chipsy kukurydziane o smaku serowym,Chipsy,Doritos - Nacho cheese chips with cheese flavor,Chips,Doritos - Chips de fromage nacho à la saveur du fromage,chips
1605,Jogurt Pi?tu? truskawka ,Jogurt,Strawberry yogurt,Yoghurt,Yaourt à la fraise,yaourt
361,Chipsy wiejskie ziemniaczki ciosane sól z pieprzem ,Chipsy,"Country potato chips, chopped salt and pepper",Chips,"Croustilles Country, sel et poivre hachés",chips
2189,Kubek z czekoladkami Rakpol,Czekolada,Mug with Rakpol chocolates,Chocolate,Mug avec des chocolats Rakpol,chocolat
8735,"Melvit - Trendy Lunch p?czak, kasza bulgur, soczewica",M?ka i pozosta?e zbo?a,"Melvit - Trendy Lunch pearl barley, bulgur groats, lentils",Flour and other cereals,"Melvit - Tendance Lunch orge perlé, gruau de bulgur, lentilles",Farine et autres céréales
3437,Papryka Figaro ,Warzywa suszone i pozosta?e przetwory warzywne,Figaro pepper,Dried vegetables and other vegetable preserves,Poivre Figaro,Légumes secs et autres préparations à base de légumes
14867,Hochland Ser kremowy w trójk?cikach z szynk? 180 g (8 sztuk),Sery i twarogi,Hochland Cream cheese in triangles with ham 180 g (8 pieces),Cheese and curd,Fromage à la crème de Hochland en triangles avec jambon 180 g (8 pièces),Fromage et caillé
8840,Mlekovita - Ser ?ó?ty Gouda plastry,Sery i twarogi,Mlekovita - Gouda cheese slices,Cheese and curd,Mlekovita - Tranches de Gouda,Fromage et caillé
14751,Kiri z twaro?ku ?mietankowego Ser topiony 100 g (6 porcji),Sery i twarogi,Kiri with cottage cheese Cream cheese 100 g (6 servings),Cheese and curd,Kiri avec du fromage cottage Fromage à la crème 100 g (6 portions),Fromage et caillé
14433,Zott Jogobella owoce le?ne Jogurt 400 g,Jogurt,Zott Jogobella forest fruit Yogurt 400 g,Yoghurt,Yogourt aux fruits de la forêt Zott Jogobella 400 g,yaourt
204,Biszkopty Jedyne od Wedla z galaretk? wi?now? ,Pozosta?e wyroby piekarskie,Biscuits only from Wedel with cherry jelly,Other bakery products,Biscuits uniquement de Wedel à la gelée de cerises,Autres produits de boulangerie
12925,Mieszko Amoretta Classic Mieszanka czekoladek 324 g,Czekolada,Mieszko Amoretta Classic Chocolate mix 324 g,Chocolate,Mieszko Amoretta Classic mélange de chocolat 324 g,chocolat
16491,  Organic BIO Cytryny 500 g,Owoce ?wie?e lub ch?odzone,Organic BIO Lemons 500 g,Fresh or chilled fruits,BIO Citrons Bio 500 g,Fruits frais ou réfrigérés
2507,Makaron Penne Rigate Rust Rustichella,Makarony i produkty makaronowe,Penne Rigate Rust Rustichella,Pasta and pasta products,Rustichella Rust Pella Rigate,Pâtes et macaronis
12938,Grze?ki Mega Toffi Wafel przek?adany kremem o smaku toffi w czekoladzie mlecznej 48 g,Wyroby cukiernicze,Grze?ki Mega Toffee Wafer layered with a toffee flavored cream in milk chocolate 48 g,Confectionery,Grze?ki Mega Toffee Wafer recouvert d&#39;une crème au caramel et au chocolat au lait 48 g,Confiserie
1910,Kefir naturalny Jana ,Pozosta?e produkty mleczne,Natural kefir Jan,Other dairy products,Kéfir naturel Jan,Autres produits laitiers
1277,Herbata Ahmad Tea English Tea No.1 ,Herbata,Ahmad Tea English Tea No. 1,Tea,Ahmad Tea English Tea No. 1,thé
6147,Bakalland - Baton ?niadaniowy BA! banan i czekolada,Wyroby cukiernicze,Bakalland - BA breakfast bar! banana and chocolate,Confectionery,Bakalland - BA petit-déjeuner! banane et chocolat,Confiserie
12592,Milka Choco Biscuit Herbatniki z czekolad? mleczn? z mleka alpejskiego 150 g,Pozosta?e wyroby piekarskie,Milka Choco Biscuit Biscuits with milk chocolate from Alpine milk 150 g,Other bakery products,Biscuits Milka Choco au chocolat au lait de lait des Alpes 150 g,Autres produits de boulangerie
5499,?elatyna Winiary ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary gelatin,Other food items not elsewhere classified,Gélatine Winiary,Autres produits alimentaires nca
7424,Graal - Tu?czyk - kawa?ki w oleju ro?linnym,Pozosta?e przetwory z ryb i owoców morza,Grail - Tuna - pieces in vegetable oil,Other preparations of fish and seafood,Graal - Thon - Morceaux à l&#39;huile végétale,Autres préparations de poisson et de fruits de mer
14170,Proste Historie Kokardki ze szpinakiem w kremowym sosie 450 g,Gotowe dania,Simple Stories Bows with spinach in a creamy sauce 450 g,Prepared dishes,Arcades simples avec des épinards dans une sauce crémeuse 450 g,Plats cuisinés
11909,Winiary Ekspresowa zupa Barszcz czerwony 60 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Express soup Red borscht 60 g,Other food items not elsewhere classified,Soupe Winiary Express Bortsch Rouge 60 g,Autres produits alimentaires nca
7312,Gerber - Deser jab?ko i jagody,?ywno?? dla dzieci,Gerber - A dessert of apple and berries,Food for children,Gerber - dessert pomme et myrtille,Nourriture pour les enfants
1207,Granola maliny&kakao bio ,P?atki ?niadaniowe,Raspberry granola &amp; organic cocoa,Breakfast cereals,Granola à la framboise et cacao biologique,Céréales de petit déjeuner
2929,Musztarda Kcy?ska Sarepska ,"Sosy, przyprawy",Mustard Kcy?ska Sarepska,"Sauces, spices",Moutarde Kcy?ska Sarepska,"Sauces, Epices"
4251,Ser Dobrodziej ,Sery i twarogi,Dobrodziej cheese,Cheese and curd,Fromage Dobrodziej,Fromage et caillé
9513,Pringles - orginal chipsy,Chipsy,Pringles - original chips,Chips,Pringles - chips d&#39;origine,chips
15212,Irving Herbata czarna poziomkowa z wanili? 30 g (20 torebek),Herbata,Irving Black wild strawberry tea with vanilla 30 g (20 bags),Tea,Thé à la fraise des bois Irving Black et à la vanille 30 g (20 sachets),thé
10546,Intenson Erytrytol 500 g,Cukier,Intenson Erythritol 500 g,Sugar,Intenson Erythritol 500 g,sucre
9341,    - Galaretka truskawkowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",#NAME?,Other food items not elsewhere classified,#NAME?,Autres produits alimentaires nca
6189,Bakoma - Jogurt Twist truskawka,Jogurt,Bakoma - Strawberry Yogurt Twist,Yoghurt,Bakoma - Twist Fraise et Yogourt,yaourt
2105,Konfitura ?owicz z Moreli ,"D?emy, marmolady i miód",?owicz jam from Apricot,"Jams, marmalades and honey",?owicz confiture d&#39;abricot,"Confitures, marmelades et miel"
14234,Lion Lody karmelowe i lody o smaku ciasteczkowym z sosem toffi 110 ml,Lody,Lion Caramel ice cream and cookie ice cream with toffee sauce 110 ml,Ice cream,Crème glacée au caramel de lion et glace à la biscuit avec sauce au caramel 110 ml,crème glacée
6097,  - czekolada gorzka 85% kakao,Czekolada,- dark chocolate 85% cocoa,Chocolate,- chocolat noir 85% de cacao,chocolat
7245,Foco - Woda kokosowa z mango,Napoje orze?wiaj?ce,Foco - Coconut water with mangoes,Refreshing drinks,Foco - Eau de coco à la mangue,Boissons rafraîchissantes
10543,  S?odzik sto?owy w p?ynie 300 ml,Sztuczne substytuty cukru,Table liquid sweetener 300 ml,Artificial sugar substitutes,Edulcorant liquide de table 300 ml,Sucre artificiel
14275,Manhattan Classic Lody czekoladowo-pomara?czowe 1400 ml,Lody,Manhattan Classic Chocolate and orange ice cream 1400 ml,Ice cream,Manhattan Classic Glace au chocolat et à l&#39;orange 1400 ml,crème glacée
6580,Celiko - Ciasto Kruche bezglutenowe,Pozosta?e produkty zbo?owe,Celiko - Gluten-free Brittle Cake,Other cereal products,Celiko - Gâteau Cassant Sans Gluten,Autres produits céréaliers
14207,Algida Max Twister Green Lody 80 ml,Lody,Algida Max Twister Green Ice Cream 80 ml,Ice cream,Crème glacée verte Algida Max Twister 80 ml,crème glacée
7452,Grze?ki - Tyci mini wafelki z kremem o smaku kakaowym w czek... mlecznej,Wyroby cukiernicze,Grze?ki - Tity mini wafers with a cream with a cocoa flavor in a ... milk check,Confectionery,Grze?ki - Mini gaufrettes Tity avec une crème au goût de cacao dans un ... chèque de lait,Confiserie
963,D?em wi?niowy niskos?odzony ,"D?emy, marmolady i miód",Low-sugar cherry jam,"Jams, marmalades and honey",Confiture de cerises à faible teneur en sucre,"Confitures, marmelades et miel"
6704,Cosmai Caffe - Altura kawa ziarnista 100% arabika,Kawa,Cosmai Caffe - Altura coffee beans 100% Arabica,Coffee,Cosmai Caffe - Grains de café Altura 100% Arabica,café
2172,Krewetki z mas?em koperkowym Myfood,Owoce morza mro?one,Myfood butter dill shrimps,Frozen seafood,Crevettes à l&#39;aneth au beurre Myfood,Fruits de mer congelés
7246,Fontana - Dolce Italiano Pannetttone z rodzynkami tradycyjna... babka,Pozosta?e wyroby piekarskie,Fontana - Dolce Italiano Pannetttone with raisins traditional ... grandmother,Other bakery products,Fontana - Dolce Italiano Pannetttone aux raisins secs ... grand-mère,Autres produits de boulangerie
1599,Jogurt naturalny typ grecki eko Eko?ukta ,Jogurt,Natural yogurt Greek type eco Eko?ukta,Yoghurt,Yaourt naturel de type grec eco Eko?ukta,yaourt
14711,Pi?tnica Serek wiejski naturalny 500 g,Sery i twarogi,Pi?tnica Natural cottage cheese 500 g,Cheese and curd,Pi?tnica Fromage Blanc Naturel 500 g,Fromage et caillé
11566,GRAAL Tu?czyk kawa?ki w sosie w?asnym 170 g,Pozosta?e przetwory z ryb i owoców morza,GRAAL Tuna pieces in gravy 170 g,Other preparations of fish and seafood,Morceaux de thon en sauce 170 g,Autres préparations de poisson et de fruits de mer
7186,Fanex - Ketchup nr VII,"Sosy, przyprawy",Fanex - Ketchup No. VII,"Sauces, spices",Fanex - Ketchup No. VII,"Sauces, Epices"
1989,Kie?basa Toru?ska ,W?dliny,Toru?ska sausage,meats,Saucisse Toru?ska,viandes
3726,P?atki Nesquik Duo ,P?atki ?niadaniowe,Nesquik Duo flakes,Breakfast cereals,Flocons Duo Nesquik,Céréales de petit déjeuner
1351,Herbata Sir Williams London tea earl grey tea 25 szt ,Herbata,Sir Williams London tea earl gray tea 25 pcs,Tea,Sir Williams London thé Earl thé gris 25 pcs,thé
8987,Na??czowianka - Naturalna woda mineralna niegazowana,Wody mineralne lub ?ródlane,Na??czowianka - Natural still mineral water,Mineral or spring waters,Na??czowianka - Eau minérale naturelle et calme,Eaux minérales ou sources
8433,Lipton - After Dinner herbata zio?owa ekspresowa,Herbata,Lipton - After Dinner herbal tea express,Tea,Lipton - Tisane express après le dîner,thé
3327,Oliwki Jolca ,Warzywa suszone i pozosta?e przetwory warzywne,Jolca Olives,Dried vegetables and other vegetable preserves,Olives Jolca,Légumes secs et autres préparations à base de légumes
15006,Blue Ser Rokpol,Sery i twarogi,Rokpol Blue Cheese,Cheese and curd,Rokpol Blue Cheese,Fromage et caillé
4248,Ser Chevrette Kozi Frico ,Sery i twarogi,Chevrette Goat Frico cheese,Cheese and curd,Chevrette Chèvre Frico,Fromage et caillé
13653,  Grill Kaszanka grillowa 600 g,Podroby i przetwory podrobowe,Barbecue Grill black pudding 600 g,Offal and offal products,Grill au boudin noir 600 g,Préparations d&#39;abats et d&#39;abats
10879,Sante Musli owocowe 350 g,P?atki ?niadaniowe,Sante Fruit muesli 350 g,Breakfast cereals,Muesli aux fruits sante 350 g,Céréales de petit déjeuner
1930,Ketchup ?agodny Tortex ,"Sosy, przyprawy",Mild Tortex Ketchup,"Sauces, spices",Ketchup doux Tortex,"Sauces, Epices"
3345,Oliwki zielone z migda?ami ,Warzywa suszone i pozosta?e przetwory warzywne,Green olives with almonds,Dried vegetables and other vegetable preserves,Olives vertes aux amandes,Légumes secs et autres préparations à base de légumes
563,Cukier trzcinowy br?zowy bio   i  ,Cukier,Organic brown cane sugar and,Sugar,Sucre de canne brun biologique et,sucre
14680,Pi?tnica Serek wiejski lekki 150 g,Sery i twarogi,Pi?tnica Light cottage cheese 150 g,Cheese and curd,Fromage cottage léger Pi?tnica 150 g,Fromage et caillé
3084,Napój Schweppes Lemon ,Napoje orze?wiaj?ce,Schweppes Lemon drink,Refreshing drinks,Schweppes Lemon drink,Boissons rafraîchissantes
5481,Zupa Winiary Jak u Mamy Borowikowa,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Soup Like Mama Borowikow,Other food items not elsewhere classified,Soupe Winiary Comme Mama Borowikow,Autres produits alimentaires nca
13337,Indykpol Jedynki Parówki classic 200 g,W?dliny,Indykpol Singles Frankfurters classic 200 g,meats,Saucisses saucisses saucisses classiques Indykpol 200 g,viandes
7769,House of Asia - Pasta Wasabi ostra,"Sól, przyprawy korzenne i zio?a kulinarne",House of Asia - Pasta Wasabi spicy,"Salt, spices and culinary herbs",House of Asia - Pâtes Wasabi épicées,"Sel, épices et herbes culinaires"
7686,Hoop - Cola 2 x 2 l,Napoje orze?wiaj?ce,Hoop - Cola 2 x 2 l,Refreshing drinks,Hoop - Cola 2 x 2 l,Boissons rafraîchissantes
1586,Jogurt loveko natura ,Jogurt,Yogurt loveko nature,Yoghurt,Yaourt nature nature,yaourt
9153,Oshee - Napój izotoniczny Zero Multifruit,Napoje orze?wiaj?ce,Oshee - Zero Multifruit isotonic drink,Refreshing drinks,Oshee - Boisson isotonique Zero Multifruit,Boissons rafraîchissantes
16328,Chleb orkiszowy,Pieczywo,Spelled bread,Bread,Pain d&#39;épeautre,pain
9385,    - Pol?dwica sopocka plastry,W?dliny,#NAME?,meats,#NAME?,viandes
8768,Milka - Chips Ahoy czekolada z kawa?kami herbatników z cze...,Czekolada,Milka - Chips Ahoy chocolate with biscuit pieces with ...,Chocolate,Milka - Pépites de chocolat Ahoy avec morceaux de biscuit ...,chocolat
6576,Cedrob - ?wiartka tylna z kurcz?t w?dzona parzona,W?dliny,Cedrob - Steamed smoked chicken quarters,meats,Cedrob - Quart de poulet fumé à la vapeur,viandes
10108,Tymbark - Sok pomara?czowy,Soki owocowe i warzywne,Tymbark - Orange juice,Fruit and vegetable juices,Tymbark - Jus d&#39;Orange,Jus de fruits et de légumes
7957,Kaktus - Lody cytrynowe i lody wodne truskawkowe z kawa?kam... suszonych truskawek,Lody,Cactus - Lemon ice cream and strawberry ice cream with a piece of ... dried strawberries,Ice cream,Cactus - Crème glacée au citron et fraise avec un morceau de ... fraises séchées,crème glacée
11783,Rolnik Mediterana Papryka czere?niowa z serem 280 g,Warzywa suszone i pozosta?e przetwory warzywne,Rolnik Mediterana Cherry pepper with cheese 280 g,Dried vegetables and other vegetable preserves,Rolnik Mediterana Piment Cerise Au Fromage 280 g,Légumes secs et autres préparations à base de légumes
7677,Hochland - Ser kremowy topiony w trójk?cikach,Sery i twarogi,Hochland - Cream cheese melted in triangles,Cheese and curd,Hochland - Fromage à la crème fondu en triangles,Fromage et caillé
1895,Kawa ziarnista MK kolumbia ,Kawa,MK Colombia coffee beans,Coffee,Grains de café MK Colombie,café
6754,Cukiernia Olsza - Kruche ciasteczka owsiane,Pozosta?e wyroby piekarskie,Olsza patisserie - Shortbread oatmeal cookies,Other bakery products,Olsza patisserie - Biscuits sablés à l&#39;avoine,Autres produits de boulangerie
13602,Drobimex NaturMisie Paróweczki z kurcz?t 170 g,W?dliny,Drobimex NaturMisie Chicken sausages 170 g,meats,Saucisses au poulet Drobimex NaturMisie 170 g,viandes
8876,Monini - Oliwa extra virgine delicato,Oliwa z oliwek,Monini - Extra virgin olive oil delicato,olive oil,Monini - Delicato à l&#39;huile d&#39;olive extra vierge,Huile d&#39;olive
5466,Zupa Vifon krabowa ostra,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Spicy crab vifon soup,Other food items not elsewhere classified,Soupe épicée au vifon au crabe,Autres produits alimentaires nca
6692,Cookies - Ciastka ma?lane m metalowej puszce,Pozosta?e wyroby piekarskie,Cookies - Butter cookies in a metal can,Other bakery products,Cookies - Biscuits au beurre dans une boîte métallique,Autres produits de boulangerie
13160,Lay's Chipsy ziemniaczane o smaku kie?baski chorizo 140 g,Chipsy,Lay&#39;s Potato chips flavored with chorizo sausage 140 g,Chips,Croustilles Lay&#39;s aromatisées à la saucisse au chorizo 140 g,chips
11354,Winiary Sos koperkowy ze ?mietank? 27 g,"Sosy, przyprawy",Winiary Dill sauce with cream 27 g,"Sauces, spices",Winiary Aneth sauce à la crème 27 g,"Sauces, Epices"
3632,Pierogi z ?ososiem ,Pozosta?e przetwory z ryb i owoców morza,Dumplings with salmon,Other preparations of fish and seafood,Dumplings au saumon,Autres préparations de poisson et de fruits de mer
14197,Grycan Lody Caffè Latte 1100 ml,Lody,Grycan Ice Cream Caffè Latte 1100 ml,Ice cream,Caffè Latte de crème glacée Grycan 1100 ml,crème glacée
12107,Nutella Krem do smarowania z orzechami laskowymi i kakao 350 g,Czekolada,Nutella Cream spread with hazelnuts and cocoa 350 g,Chocolate,Crème Nutella à tartiner aux noisettes et au cacao 350 g,chocolat
15175,Bifix Mi?ta Herbatka zio?owa 40 g (20 torebek),Herbata,Bifix Mint Herbal Tea 40 g (20 bags),Tea,Tisane Bifix Menthe 40 g (20 sachets),thé
13936,Country Menu Pootworniaki Mini burgerki i kie?baski wieprzowe 250 g,Pozosta?e przetwory mi?sne,Country Menu Pootworniaki Mini burgers and pork sausages 250 g,Other meat preparations,Menu du pays Pootworniaki Mini hamburgers et saucisses de porc 250 g,Autres préparations de viande
10512,Sweet Family Cukier trzcinowy nierafinowany 1 kg,Cukier,Sweet Family Unrefined cane sugar 1 kg,Sugar,Sweet Family Sucre de canne non raffiné 1 kg,sucre
3001,Napój gazowany Schweppes mandarynka ,Napoje orze?wiaj?ce,Schweppes tangerine carbonated drink,Refreshing drinks,Schweppes soda à la mandarine,Boissons rafraîchissantes
8259,"Kropla Beskidu - Mineralna woda gazowana 6 x 1,5L",Wody mineralne lub ?ródlane,Kropla Beskidu - Mineral sparkling water 6 x 1.5L,Mineral or spring waters,Kropla Beskidu - Eau gazeuse minérale 6 x 1.5L,Eaux minérales ou sources
2280,Lody Grycan jogurtowe z sosem truskawkowym ,Lody,Grycan yogurt ice cream with strawberry sauce,Ice cream,Glace au yogourt Grycan avec sauce à la fraise,crème glacée
5243,Wafel princessa brownie ,Pozosta?e wyroby piekarskie,Wafer princess brownie,Other bakery products,Gaufrette princesse brownie,Autres produits de boulangerie
626,Czekolada  bezglutenowa Chocokiss Kocham Ci? ,Czekolada,Chocokiss gluten-free chocolate I love you,Chocolate,Chocokiss au chocolat sans gluten je t&#39;aime,chocolat
4226,Ser Brie z orzechami Président ,Sery i twarogi,Brés cheese with Président nuts,Cheese and curd,Brés aux noix du Président,Fromage et caillé
15967,Hortex Multiwitamina Sok 100% 300 ml,Soki owocowe i warzywne,Hortex Multivitamin Juice 100% 300 ml,Fruit and vegetable juices,Jus de multivitamines Hortex 100% 300 ml,Jus de fruits et de légumes
16600,  Kie?ki rzodkiewki 50 g,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Radish sprouts 50 g,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Germes de radis 50 g,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
14961,"Lactima Ser topiony w plasterkach z szynk? 130 g (8 x 16,25 g)",Sery i twarogi,Lactima Processed cheese sliced with ham 130 g (8 x 16.25 g),Cheese and curd,"Lactima Fromage Fondu Tranché au Jambon 130 g (8 x 16,25 g)",Fromage et caillé
4644,Smaki Victorii bananowo-marchwiowo-jab?kowy ,Soki owocowe i warzywne,"Victoria, banana, carrot and apple flavors",Fruit and vegetable juices,"Victoria, banane, carotte et pomme",Jus de fruits et de légumes
5816,  - Kawa ziarnista espresso,Kawa,#NAME?,Coffee,#NAME?,café
8153,Kotanyi - Any? ca?y,"Sól, przyprawy korzenne i zio?a kulinarne",Kotanyi - Anise whole,"Salt, spices and culinary herbs",Kotanyi - Anis entier,"Sel, épices et herbes culinaires"
6875,Dawtona - Sok z buraków z jab?kiem. Produkt pasteryzowany.,Soki owocowe i warzywne,Dawton&#39;s - Beetroot juice with apple. Pasteurized product.,Fruit and vegetable juices,Dawton&#39;s - Jus de betterave à la pomme. Produit pasteurisé.,Jus de fruits et de légumes
2891,Monte Drink napój czekolada 4*95ml ,Pozosta?e produkty mleczne,Monte Drink chocolate drink 4 * 95ml,Other dairy products,Boisson chocolatée Monte Drink 4 * 95ml,Autres produits laitiers
11670,Rolnik Marchew z groszkiem i kukurydz? 460 g,Warzywa suszone i pozosta?e przetwory warzywne,Rolnik Carrots with peas and corn 460 g,Dried vegetables and other vegetable preserves,Rolnik Carottes aux petits pois et maïs 460 g,Légumes secs et autres préparations à base de légumes
9707,Salvadori - Oliwa z oliwek extra vergine,Oliwa z oliwek,Salvadori - Extra virgin olive oil,olive oil,Salvadori - Huile d&#39;olive extra vierge,Huile d&#39;olive
9638,Rio Mare - Tu?czyk w sosie w?asnym 3 x 80g,Pozosta?e przetwory z ryb i owoców morza,Rio Mare - Tuna in gravy 3 x 80g,Other preparations of fish and seafood,Rio Mare - Thon en sauce 3 x 80g,Autres préparations de poisson et de fruits de mer
13621,Tarczy?ski Kabanos klasyczny pikantny,W?dliny,Tarczynski Kabanos classic spicy,meats,Tarczynski Kabanos classique épicé,viandes
3027,Napój jogurtowy Duet malina-czerwona porzeczka ,Jogurt,Yogurt drink Duet of raspberry-red currant,Yoghurt,Yaourt à boire Duo groseille à la framboise,yaourt
6997,Doyal - Woda Ró?ana dodatek do da?,"Sosy, przyprawy",Doyal - Rose Water addition to dishes,"Sauces, spices",Doyal - Rose Water addition aux plats,"Sauces, Epices"
15236,Vitax Inspirations Malina and Je?yna Herbata zio?owo-owocowa 40 g (20 torebek),Herbata,Vitax Inspirations Raspberry and Blackberry Herb and Fruit Tea 40 g (20 bags),Tea,Vitax Inspirations Tisane aux fruits et aux framboises et mûres 40 g (20 sachets),thé
10308,Winiary - ?urek razowy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary - Wholemeal soup,Other food items not elsewhere classified,Winiary - Soupe Complète,Autres produits alimentaires nca
9332,    - Chipsy solone,Chipsy,#NAME?,Chips,#NAME?,chips
11921,Kucharek Rosó? z kury 120 g (12 x 10 g),"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Kucharek Chicken broth 120 g (12 x 10 g),Other food items not elsewhere classified,Bouillon de poulet Kucharek 120 g (12 x 10 g),Autres produits alimentaires nca
8426,Lindt - Czekolada milk hazlenut gold,Czekolada,Lindt - Chocolate milk hazlenut gold,Chocolate,Lindt - Chocolat au lait noisette doré,chocolat
