,Desc_P,Code_P,Desc_E,Code_E,Desc_F,Code_F
12947,E. Wedel Czekolada lekko gorzka 50% 100 g,Czekolada,E. Wedel Slightly bitter chocolate 50% 100 g,Chocolate,E. Wedel Chocolat légèrement amer 50% 100 g,chocolat
364,Chleb bia?kowy Benus ,Pieczywo,Benus protein bread,Bread,Pain protéiné Benus,pain
4838,Sos HP BBQ z miodem ,"Sosy, przyprawy",HP BBQ sauce with honey,"Sauces, spices",Sauce barbecue HP avec miel,"Sauces, Epices"
13827,Zestaw sushi Yoko 390 g,Pozosta?e przetwory z ryb i owoców morza,Yoko sushi set 390 g,Other preparations of fish and seafood,Set de sushi Yoko 390 g,Autres préparations de poisson et de fruits de mer
2570,Marchewka zasma?ana z groszkiem Provitus ,Warzywa suszone i pozosta?e przetwory warzywne,Fried carrot with Provitus peas,Dried vegetables and other vegetable preserves,Carotte frite aux petits pois,Légumes secs et autres préparations à base de légumes
15938,Tymbark Napój jab?ko brzoskwinia 500 ml,Soki owocowe i warzywne,Tymbark drink apple peach 500 ml,Fruit and vegetable juices,Boisson de pomme de pêche de Tymbark 500 ml,Jus de fruits et de légumes
11709,Bonduelle Na ciep?o Polska fasolka po breto?sku 430 g,Warzywa suszone i pozosta?e przetwory warzywne,Bonduelle Warm Polish baked beans 430 g,Dried vegetables and other vegetable preserves,Bonduelle Warm Polish Fèves au Lard 430 g,Légumes secs et autres préparations à base de légumes
17043,Mokate kakao holenderskie,Kakao i czekolada w proszku,Mokate Dutch Cocoa,Cocoa and chocolate powder,Mokate Dutch Cocoa,Cacao et chocolat en poudre
6836,Danone - Serek Danio brzoskwinia,Sery i twarogi,Danone - Cream cheese Danio peach,Cheese and curd,Danone - Fromage à la crème Danio pêche,Fromage et caillé
11829,Princes Tu?czyk w kawa?kach w oleju s?onecznikowym 400 g,Pozosta?e przetwory z ryb i owoców morza,Princes Tuna pieces in sunflower oil 400 g,Other preparations of fish and seafood,Morceaux de thon Princes à l&#39;huile de tournesol 400 g,Autres préparations de poisson et de fruits de mer
11753,Figaro Oliwki czarne królewskie drylowane 340 g,Warzywa suszone i pozosta?e przetwory warzywne,Figaro Olives black pitted royal 340 g,Dried vegetables and other vegetable preserves,Figaro Olives noires piquées royales 340 g,Légumes secs et autres préparations à base de légumes
1,Owsianka Truskawkowa Mlekovita,Pozosta?e produkty mleczne,Mlekovita Strawberry Porridge,Other dairy products,Bouillie de fraises Mlekovita,Autres produits laitiers
13353,Krakus Kabanosy klasyczne 180 g,W?dliny,Krakus Kabanosy classic 180 g,meats,Krakus Kabanosy classique 180 g,viandes
8290,Kuchnia Lubelska - Jogurt naturalny Nadbu?a?ski,Jogurt,Lublin Cuisine - Nadbu?a?ski Natural Yogurt,Yoghurt,Lublin Cuisine - Yaourt Naturel Nadbu?a?ski,yaourt
16849,"Pol?dwiczki jagni?ce, rasa Merynos",Mi?so baranie i kozie,"Lamb tenderloin, Merino breed",Sheep and goat meat,"Filet d&#39;agneau, race Mérinos",Viande de mouton et de chèvre
4188,Sa?atka wenecka Kuchnia Polki ,Warzywa suszone i pozosta?e przetwory warzywne,Venetian salad. Polish cuisine,Dried vegetables and other vegetable preserves,Salade Vénitienne Cuisine Polonaise,Légumes secs et autres préparations à base de légumes
2069,Knorr danie w kubku makaron ?mietana z zio?ami ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Knorr dish in a cup of cream pasta with herbs,Other food items not elsewhere classified,Knorr plat dans une tasse de pâtes à la crème avec des herbes,Autres produits alimentaires nca
12004,?owicz Kocio?ek ch?opski 580 g,Gotowe dania,?owicz Peasant cauldron 580 g,Prepared dishes,Chaudron de paysan de ?owicz 580 g,Plats cuisinés
3469,Parówki z fileta Tarczy?ski,W?dliny,Tarczynski sausages,meats,Saucisses Tarczynski,viandes
11820,  Pasztet z g?si? w?tróbk? 100 g,Pozosta?e przetwory mi?sne,Goose liver pate 100 g,Other meat preparations,Pâté de foie d&#39;oie 100 g,Autres préparations de viande
62,Aromat Dr.oetker migda?owy,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Aroma Dr.oetker almond,Other food items not elsewhere classified,Arôme Dr.oetker Amande,Autres produits alimentaires nca
312,Cha?wa Królewska waniliowa,Wyroby cukiernicze,Royal Vanilla Halva,Confectionery,Royal Vanilla Halva,Confiserie
1300,"Herbata cejlo?ska czarna z aromatem mango i truskawki 20*1,5g ",Herbata,Black Ceylon tea with mango and strawberry aromas 20 * 1.5g,Tea,Thé noir de Ceylan aux arômes de mangue et de fraise 20 * 1.5g,thé
14116,Proste Historie Frytki proste do piekarnika 750 g,Ziemniaki,Simple Stories French fries straight into the oven 750 g,potatoes,Simple Stories Pommes frites au four 750 g,pommes de terre
4899,Sos thomy ?mietankowy do ?ososia ,"Sosy, przyprawy",Cream thomy sauce for salmon,"Sauces, spices",Crème sauce thomy pour saumon,"Sauces, Epices"
3513,Pasztet Profi drobiowy z koperkiem,Pozosta?e przetwory mi?sne,Chicken pate with dill,Other meat preparations,Pâté de poulet à l&#39;aneth,Autres préparations de viande
11955,Vifon Smak chi?ski Zupa b?yskawiczna 70 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Vifon Chinese flavor Instant soup 70 g,Other food items not elsewhere classified,Vifon Soupe Instantanée Saveur Chinoise 70 g,Autres produits alimentaires nca
5343,Winiary Zupa grzybowa nasza specjalno??,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Mushroom soup our specialty,Other food items not elsewhere classified,Soupe aux champignons Winiary notre spécialité,Autres produits alimentaires nca
15128,Benecol T?uszcz do smarowania z dodatkiem stanoli ro?linnych z oliw? z oliwek 225 g,Margaryna i inne t?uszcze ro?linne,Benecol Spread fat with the addition of vegetable stanols and olive oil 225 g,Margarine and other vegetable fats,Benecol Étalez de la graisse avec l&#39;ajout de stanols végétaux et d&#39;huile d&#39;olive 225 g,Margarine et autres graisses végétales
277,Bulion na ?eberkach Winiary ,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Broth on Winiary&#39;s ribs,Other food items not elsewhere classified,Bouillon sur les côtes de Winiary,Autres produits alimentaires nca
9736,Sante - Musli crunchy owocowe,P?atki ?niadaniowe,Sante - Fruit crunchy muesli,Breakfast cereals,Sante - Muesli croquant aux fruits,Céréales de petit déjeuner
15464,  Melissa and Pear Herbatka owocowa 30 g (20 torebek),Herbata,Melissa and Pear Fruit Tea 30 g (20 bags),Tea,Thé aux fruits Melissa et poire 30 g (20 sachets),thé
917,Dorsz w sosie w?gierskim Sol Fish ,Pozosta?e przetwory z ryb i owoców morza,Cod in Hungarian Sol Fish sauce,Other preparations of fish and seafood,Morue à la sauce hongroise Sol Fish,Autres préparations de poisson et de fruits de mer
3493,Pasta Tu?czykowa   i  ,Pozosta?e przetwory z ryb i owoców morza,Tuna paste and,Other preparations of fish and seafood,Pâte de thon et,Autres préparations de poisson et de fruits de mer
11117,Kotányi Ziele angielskie ca?e 18 g,"Sól, przyprawy korzenne i zio?a kulinarne",Kotányi Allspice whole 18 g,"Salt, spices and culinary herbs",Kotányi Allspice entier 18 g,"Sel, épices et herbes culinaires"
16954,Ma??e Venus w skorupie 40-60 mro?one,Owoce morza mro?one,Venus clams in a 40-60 crust frozen,Frozen seafood,Vénus palourdes dans une croûte 40-60 congelés,Fruits de mer congelés
12368,Winiary Budy? bez dodatku cukru smak czekoladowy 38 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Winiary Pudding without sugar added chocolate flavor 38 g,Other food items not elsewhere classified,Pudding Winiary sans sucre ajouté arôme chocolat 38 g,Autres produits alimentaires nca
8404,Lestello - Wafle ry?owe produkt bezglutenowy,Pozosta?e wyroby piekarskie,Lestello - Rice wafers a gluten-free product,Other bakery products,Lestello - Gaufrettes de riz sans gluten,Autres produits de boulangerie
10634,Primo Gusto Melissa Spaghetti Makaron 500 g,Makarony i produkty makaronowe,Primo Gusto Melissa Spaghetti Pasta 500 g,Pasta and pasta products,Pâtes Spaghetti Primo Gusto Melissa 500 g,Pâtes et macaronis
8121,Kokos - m?ody drink,Owoce suszone i orzechy,Coconut - young drink,Dried fruits and nuts,Noix de coco - boisson jeune,Fruits secs et noix
840,Delicje Szampa?skie morelowe,Pozosta?e wyroby piekarskie,Champagne apricot delicacies,Other bakery products,Délices au champagne et à l&#39;abricot,Autres produits de boulangerie
16891,Ciel?cina przednia bez ko?ci,Mi?so wo?owe i ciel?ce,Veal front boneless,Beef and veal meat,Devant de veau désossé,Boeuf et veau
12121,?owicz Konfitura extra z malin niskos?odzona 240 g,"D?emy, marmolady i miód",?owicz Extra low-sugar raspberry jam 240 g,"Jams, marmalades and honey",?owicz Confiture de framboises extra-sucrée 240 g,"Confitures, marmelades et miel"
5806,  - Kasza jaglana 4x100g,M?ka i pozosta?e zbo?a,- Millet 4x100g,Flour and other cereals,- Millet 4x100g,Farine et autres céréales
5164,Teekanne herbata red berries cranberry&raspberry 20t*2.25g/45g ,Herbata,Teekanne tea red berries cranberry &amp; raspberry 20t * 2.25g / 45g,Tea,"Thé Teekanne aux fruits rouges canneberges et framboises 20 t * 2,25 g / 45 g",thé
12184,Huzar Miód nektarowy wielokwiatowy kremowany 250 g,"D?emy, marmolady i miód","Huzar Multi-flower nectar honey, cream 250 g","Jams, marmalades and honey","Huzar miel de nectar multi-fleurs, crémeux 250 g","Confitures, marmelades et miel"
10474,?owicz - Mleko ?owickie UHT 3.2%,Mleko ?wie?e pe?ne,?owicz - Lowicz milk UHT 3.2%,Whole milk,?owicz - Lait Lowicz UHT 3.2%,Lait entier frais
2546,Maliny ,Owoce mro?one,Raspberries,Frozen fruit,framboises,Fruits congelés
10169,Vera - Ananas kawa?ki w syropie,Przetwory owocowe,Vera - Pineapple chunks in syrup,Fruit preserves,Vera - Morceaux d&#39;ananas au sirop,Conserves de fruits
5923,  - Napój Cola zero cukru,Napoje orze?wiaj?ce,#NAME?,Refreshing drinks,#NAME?,Boissons rafraîchissantes
4062,Ro?linna alternatywa dla mozzarelli klasycznej. ,Pozosta?e produkty mleczne,Vegetable alternative to classic mozzarella.,Other dairy products,Alternative végétale à la mozzarella classique.,Autres produits laitiers
11043,Prymat Przyprawa do kurczaka i da? z drobiu XXL 70 g,"Sól, przyprawy korzenne i zio?a kulinarne",Prymat Seasoning for chicken and poultry dishes XXL 70 g,"Salt, spices and culinary herbs",Prymat Assaisonnement pour plats de poulet et de volaille XXL 70 g,"Sel, épices et herbes culinaires"
15010,  Ser kozi mi?kki 150 g,Sery i twarogi,Soft goat cheese 150 g,Cheese and curd,Fromage de chèvre doux 150 g,Fromage et caillé
799,Danie gotowe pulpety w sosie pomidorowym ,Pozosta?e przetwory mi?sne,A dish of ready meatballs in tomato sauce,Other meat preparations,Un plat de boulettes de viande prêtes à la sauce tomate,Autres préparations de viande
16611,  Sa?atka Coles?aw 300 g,Warzywa suszone i pozosta?e przetwory warzywne,Coleslaw salad 300 g,Dried vegetables and other vegetable preserves,Salade de chou 300 g,Légumes secs et autres préparations à base de légumes
4274,Ser Formaggio Grozette tarty ,Sery i twarogi,Grated Formaggio cheese,Cheese and curd,Formaggio râpé,Fromage et caillé
14345,Robico Ma?lanka 400 g,Pozosta?e produkty mleczne,Robico Buttermilk 400 g,Other dairy products,Robico Buttermilk 400 g,Autres produits laitiers
3075,Napój Pfanner herbata o smaku cytryny ,Napoje orze?wiaj?ce,Drink Pfanner lemon flavor tea,Refreshing drinks,Buvez du thé Pfanner au goût de citron,Boissons rafraîchissantes
15020,Serenada Ser ?ó?ty Radamer w plastrach,Sery i twarogi,Serenade Sliced Cheese Radamer,Cheese and curd,Radamer au fromage en tranches Serenada,Fromage et caillé
1310,Herbata Dilmah Earl Grey 100*2g ,Herbata,Dilmah Earl Gray 100 * 2g tea,Tea,Dilmah Earl Grey 100 * 2g de thé,thé
14424,Danone Actimel Mleko fermentowane o smaku klasycznym 800 g (8 x 100 g),Jogurt,Danone Actimel Fermented milk classic flavor 800 g (8 x 100 g),Yoghurt,Danone Actimel Lait fermenté arôme classique 800 g (8 x 100 g),yaourt
5482,Zupa Winiary krupnik polski,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Polish soup Krupnik Winiary,Other food items not elsewhere classified,Soupe Polonaise Krupnik Winiary,Autres produits alimentaires nca
2391,Majeranek Kamis ,"Sól, przyprawy korzenne i zio?a kulinarne",Marjoram Kamis,"Salt, spices and culinary herbs",Marjoram Kamis,"Sel, épices et herbes culinaires"
15210,Lipton Malina Herbata bia?a 30 g (20 torebek),Herbata,Lipton Raspberry White tea 30 g (20 bags),Tea,Lipton Framboise Thé blanc 30 g (20 sachets),thé
462,Ciastka brownies ,Pozosta?e wyroby piekarskie,Brownies,Other bakery products,Brownies,Autres produits de boulangerie
12515,E. Wedel Czekolada gorzka kokosowa 100 g,Czekolada,E. Wedel Bitter coconut chocolate 100 g,Chocolate,E. Wedel Chocolat amer à la noix de coco 100 g,chocolat
2197,Kukurydza Vernet ,Warzywa suszone i pozosta?e przetwory warzywne,Vernet corn,Dried vegetables and other vegetable preserves,Maïs Vernet,Légumes secs et autres préparations à base de légumes
12907,"Halls Mild Spearmint Cukierki 33,5 g",Wyroby cukiernicze,Halls Mild Spearmint Candy 33.5 g,Confectionery,"Bonbons doux à la menthe verte Halls 33,5 g",Confiserie
16009,  Sok t?oczony jab?ko gruszka 330 ml,Soki owocowe i warzywne,Juice pressed apple pear 330 ml,Fruit and vegetable juices,Jus de pomme pressée 330 ml,Jus de fruits et de légumes
2938,Nale?niki   i   serowo-borówkowe,Pizza i inne pó?produkty m?czne,Pancakes and blueberry cheese,Pizza and other flour semi-finished products,Crêpes et fromage aux myrtilles,Pizza et autres produits à base de farine
8758,Mestemacher - Chleb razowy pe?noziarnisty,Pieczywo,Mestemacher - Whole grain wholemeal bread,Bread,Mestemacher - Pain complet aux grains entiers,pain
352,Chipsy przysnacki szynka wiejska ,Chipsy,Stupid potato ham rural,Chips,Jambon de pomme de terre stupide rural,chips
10441,?aciaty - Serek ?mietankowy meksyka?ski smak,Sery i twarogi,Pinto - Mexican style cream cheese,Cheese and curd,Pinto - fromage à la crème à la mexicaine,Fromage et caillé
12156,Huzar Miód pszczeli nektarowy lipowy 500 g,"D?emy, marmolady i miód",Hussar Bee nectar linden honey 500 g,"Jams, marmalades and honey",Hectar Abeille nectar de tilleul 500 g,"Confitures, marmelades et miel"
7803,Iglotex - Proste historie leniwe kluski,Gotowe dania,Iglotex - Simple stories of lazy noodles,Prepared dishes,Iglotex - Histoires simples de nouilles paresseuses,Plats cuisinés
14169,Poltino Kasza z patelni gryczana pieczarki &amp; groszek 450 g,Gotowe dania,Poltino Buckwheat groats with mushrooms &amp; peas 450 g,Prepared dishes,Poltino Gruau de sarrasin aux champignons et pois 450 g,Plats cuisinés
1349,Herbata Sir Williams London Tea Ceylon Black ,Herbata,Sir Williams London Tea Ceylon Black,Tea,Sir Williams London Tea Ceylon Noir,thé
1859,Kawa Tassimo caramel macchiato ,Kawa,Tassimo caramel macchiato coffee,Coffee,Café macchiato au caramel Tassimo,café
1224,Grzanki Bruschette Maretti grzyby i ?mietana,Pozosta?e wyroby piekarskie,Toasts Bruschette Maretti mushrooms and cream,Other bakery products,Toasts Bruschette Maretti champignons et crème,Autres produits de boulangerie
149,Baton milkizz. ,Wyroby cukiernicze,Milkizz bar.,Confectionery,Bar Milkizz.,Confiserie
7987,Kamis - Ocet winny czerwony,"Sosy, przyprawy",Kamis - Red wine vinegar,"Sauces, spices",Kamis - Vinaigre de vin rouge,"Sauces, Epices"
2347,Lubisie abece ciasteczka o smaku kakaowym ,Pozosta?e wyroby piekarskie,I like cocoa-flavored cookies,Other bakery products,J&#39;aime les biscuits au cacao,Autres produits de boulangerie
14080,FRoSTA Przysmak rybny szpinak i ricotta 300 g (6 sztuk),Pozosta?e przetwory z ryb i owoców morza,FRoSTA Fish delicacy spinach and ricotta 300 g (6 pieces),Other preparations of fish and seafood,FRoSTA Poisson délicatesse aux épinards et à la ricotta 300 g (6 pièces),Autres préparations de poisson et de fruits de mer
16049,Tymbark H2Owoc Napój cytryna jab?ko 400 ml,Soki owocowe i warzywne,Tymbark H2Fruit Lemon apple drink 400 ml,Fruit and vegetable juices,Tymbark H2Fruit citron boisson à la pomme 400 ml,Jus de fruits et de légumes
7890,Jacobs - Espresso kawa ziarnista 500g,Kawa,Jacobs - Espresso coffee beans 500g,Coffee,Jacobs - Grains de café expresso 500g,café
215,Black Vitamin Energy Natural Caffeine napój energetyzuj?cy ,Napoje orze?wiaj?ce,Black Vitamin Energy Natural Caffeine energy drink,Refreshing drinks,Black Energy Vitamin Energy Boisson énergisante naturelle à base de caféine,Boissons rafraîchissantes
7920,Jogobella - jogurt  o smaku pieczonego jab?ka,Jogurt,Jogobella - baked apple flavor yogurt,Yoghurt,Jogobella - yogourt aux pommes au four,yaourt
15554,Lavazza Crema E Gusto Mieszanka mielonej kawy palonej 250 g,Kawa,Lavazza Crema E Gusto A mixture of ground roasted coffee 250 g,Coffee,Lavazza Crema E Gusto Un mélange de café torréfié moulu 250 g,café
5084,Szynka w czosnku ,W?dliny,Ham in garlic,meats,Jambon à l&#39;ail,viandes
16765,KRESTO S?onecznik pestki dyni jagody goi 50 g,Owoce suszone i orzechy,KRESTO Sunflower pumpkin seeds gooseberries 50 g,Dried fruits and nuts,KRESTO graines de citrouille tournesol groseilles à maquereau 50 g,Fruits secs et noix
16969,FRISCO FISH Ma??e Holenderskie - ?wie?e,Owoce morza ?wie?e lub ch?odzone,FRISCO FISH Dutch Mussels - fresh,Fresh or chilled seafood,FRISCO FISH Moules Hollandaises - fraîches,Fruits de mer frais ou réfrigérés
7887,Jacobs - Cronat Gold kawa rozpuszczalna 100g,Kawa,Jacobs - Cronat Gold instant coffee 100g,Coffee,Jacobs - Café instantané Cronat Gold 100g,café
13832,Seko Koreczki ?ledziowe po meksyka?sku 220 g,Pozosta?e przetwory z ryb i owoców morza,Seko Mexican herring cork 220 g,Other preparations of fish and seafood,Bouchon de hareng mexicain Seko 220 g,Autres préparations de poisson et de fruits de mer
4898,Sos Thomy Beszamelowy ,"Sosy, przyprawy",Thomy Béchamel sauce,"Sauces, spices",Thomy Béchamel,"Sauces, Epices"
15454,  Herbata zielona o smaku cytrynowym 34 g (20 torebek),Herbata,Green tea with lemon flavor 34 g (20 bags),Tea,Thé vert au citron 34 g (20 sachets),thé
3028,Napój jogurtowy Duet o smaku marakuja-papaja ,Jogurt,Yogurt drink Duo with passion fruit and papaya,Yoghurt,Duo de boisson au yogourt avec fruit de la passion et papaye,yaourt
12985,dr Gerard Kruche rogaliki pudrowane 700 g,Pozosta?e wyroby piekarskie,dr Gerard Shortbread powdered croissants 700 g,Other bakery products,dr Gerard Croissants sablés en poudre 700 g,Autres produits de boulangerie
912,Dorsz atlantycki filet mro?ony ,Ryby mro?one,Atlantic cod frozen fillet,Frozen fish,Filet congelé à la morue,Poisson congelé
944,Dro?d?ówka z kruszonk? ,Pozosta?e wyroby piekarskie,A bun with crumble,Other bakery products,Bun avec crumble,Autres produits de boulangerie
565,Cukier wanilinowy ,Cukier,Vanilla sugar,Sugar,Sucre de vanille,sucre
7642,HiPP - Obiadek marchew z ziemniaczkami i ?ososiem,?ywno?? dla dzieci,HiPP - Dinner of carrots with potatoes and salmon,Food for children,HiPP - Dîner de carottes avec pommes de terre et saumon,Nourriture pour les enfants
5170,Torcik Wedlowski ,Pozosta?e wyroby piekarskie,Wedlowski cake,Other bakery products,Gâteau Wedlowski,Autres produits de boulangerie
14465,Danone Zakr?cony Mix Jogurt o smaku waniliowym 125 g,Jogurt,Danone Freaky Mix Yogurt with vanilla flavor 125 g,Yoghurt,Danone Freaky Mix Yogourt à la vanille 125 g,yaourt
4331,Ser Jana twarogowy pó?t?usty,Sery i twarogi,John&#39;s cottage cheese semi-skimmed,Cheese and curd,John&#39;s cottage cheese demi-écrémé,Fromage et caillé
13143,  Paluszki solone 150 g,Pozosta?e wyroby piekarskie,Salted sticks 150 g,Other bakery products,Bâtonnets salés 150 g,Autres produits de boulangerie
13246,  Kurczak z wolnego wybiegu,Mi?so drobiowe,Free range chicken,Poultry meat,Poulet fermier,Viande de volaille
11703,Profi Wielkopolski Pasztet z drobiem i czosnkiem 131 g,Pozosta?e przetwory mi?sne,Profi Wielkopolski Pate with poultry and garlic 131 g,Other meat preparations,Profi Wielkopolski Pate à la volaille et à l&#39;ail 131 g,Autres préparations de viande
4486,Ser tyl?ycki Mlekpol ,Sery i twarogi,Mlekpol cheese,Cheese and curd,Fromage mlekpol,Fromage et caillé
2081,Komosa ry?owa trójkolorowa eko Symbio,Ry?,Three-color eco quinoa Symbio,Rice,Eco quinoa tricolore Symbio,riz
434,Ciasteczka orkiszowe naturalne ,Pozosta?e wyroby piekarskie,Natural spelled cookies,Other bakery products,Biscuits à l&#39;épeautre naturel,Autres produits de boulangerie
13213,Udo z indyka,Mi?so drobiowe,Turkey thigh,Poultry meat,Cuisse de dinde,Viande de volaille
12560,San ?akotki Z?otok?ose wiatraczki owsiane Ciastka 171 g,Pozosta?e wyroby piekarskie,San ?akotki Golden-eyed oatmeal windmills Cookies 171 g,Other bakery products,San ?akotka Moulins à vent à l&#39;avoine aux yeux d&#39;or Biscuits 171 g,Autres produits de boulangerie
14628,Danone Activia Jogurt chia daktyle 280 g,Jogurt,Danone Activia Yogurt chia dates 280 g,Yoghurt,Danone Activia Yaourt chia daté 280 g,yaourt
14088,Aviko Zig Zag Frytki karbowane do piekarnika 750 g,Ziemniaki,Aviko Zig Zag Oven-fries French fries 750 g,potatoes,Aviko Zig Zag Frites au four Frites 750 g,pommes de terre
14357,Bakoma Kefir naturalny 390 g,Pozosta?e produkty mleczne,Bakoma Kefir natural 390 g,Other dairy products,Bakoma Kefir naturel 390 g,Autres produits laitiers
14716,Pi?tnica Twój Smak Serek ?mietankowy naturalny 135 g,Sery i twarogi,Piatnica Twój Smak Natural cream cheese 135 g,Cheese and curd,Piatnica Twój Smak Fromage à la crème naturel 135 g,Fromage et caillé
3683,Pizza felicia salame e chorizo. ,Pizza i inne pó?produkty m?czne,Pizza felicia salame e chorizo.,Pizza and other flour semi-finished products,Pizza felicia salame e chorizo.,Pizza et autres produits à base de farine
3196,Ogórek kwaszony ,Warzywa suszone i pozosta?e przetwory warzywne,Pickle,Dried vegetables and other vegetable preserves,Concombre aigre,Légumes secs et autres préparations à base de légumes
3924,Przyprawa Knorr mini sma?ona cebula ,"Sól, przyprawy korzenne i zio?a kulinarne",Knorr spice mini fried onions,"Salt, spices and culinary herbs",Knorr épices mini oignons frits,"Sel, épices et herbes culinaires"
16525,Papryka zielona,Warzywa ?wie?e lub ch?odzone inne ni? ziemniaki lub pozosta?e warzywa bulwiaste,Green pepper,"Fresh or chilled vegetables, other than potatoes or other tuber vegetables",Poivrons verts,Légumes frais ou réfrigérés autres que les pommes de terre ou autres tubercules
5869,  - Mieszanka studencka rodzynki banany i orzechy,Owoce suszone i orzechy,#NAME?,Dried fruits and nuts,#NAME?,Fruits secs et noix
14212,Koral Top Milker Lody ?mietankowo-waniliowe 132 ml,Lody,Coral Top Milker Vanilla Ice Cream 132 ml,Ice cream,Coral Top Milker Crème glacée à la vanille 132 ml,crème glacée
4739,Sok marchwiowo - bananowo - jab?kowy   i   ,Soki owocowe i warzywne,"Carrot, banana and apple juice and",Fruit and vegetable juices,"Jus de carotte, de banane et de pomme et",Jus de fruits et de légumes
6865,Dawtona - Pomidory krojone,Warzywa suszone i pozosta?e przetwory warzywne,Dawton&#39;s - Sliced tomatoes,Dried vegetables and other vegetable preserves,Dawton&#39;s - Tranches de tomates,Légumes secs et autres préparations à base de légumes
16443,Aldente's Brotwelt Bajgle klasyczne 340 g (2 x 2 sztuki),Pieczywo,Aldente&#39;s Brotwelt Classic Bagels 340 g (2 x 2 pieces),Bread,Aldente&#39;s Brotwelt Classic Bagels 340 g (2 x 2 pièces),pain
886,Deser Monte z czekolad? i orzechami Zott ,Pozosta?e produkty mleczne,Monte dessert with chocolate and Zott nuts,Other dairy products,Monte dessert au chocolat et noix Zott,Autres produits laitiers
12729,Haribo Primavera Pianko-?elki o smaku truskawkowym 100 g,Wyroby cukiernicze,Haribo Primavera Strawberry Foam Jelly Beans 100 g,Confectionery,Haribo Primavera Haricots Gelée Mousse à la Fraise 100 g,Confiserie
4258,Ser Ementalski Président ,Sery i twarogi,Président Ementalski Cheese,Cheese and curd,Fromage Président Ementalski,Fromage et caillé
12946,dr Gerard Biszkopty dekorowane morelowe 820 g,Pozosta?e wyroby piekarskie,dr Gerard Biscuits decorated with apricot 820 g,Other bakery products,dr Gerard Biscuits à l&#39;abricot 820 g,Autres produits de boulangerie
6498,Bottoli - Chrupi?ca Focaccia z oliwkami,Pozosta?e wyroby piekarskie,Bottoli - Crunchy Focaccia with olives,Other bakery products,Bottoli - Focaccia croquante aux olives,Autres produits de boulangerie
802,Danie Hipp    ziemniaki z kurczakiem w pomidorach,?ywno?? dla dzieci,Hipp dish potatoes with chicken and tomatoes,Food for children,Hipp plat pommes de terre au poulet et tomates,Nourriture pour les enfants
13201,Mi?so z ud?ca indyczego,Mi?so drobiowe,Turkey leg meat,Poultry meat,Cuisse de dinde,Viande de volaille
4946,Spody do pizzy ,Pizza i inne pó?produkty m?czne,Pizza bottoms,Pizza and other flour semi-finished products,Fonds de pizza,Pizza et autres produits à base de farine
12269,Dr. Oetker Cukier wanilinowy porcja XXL 43 g,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Dr. Oetker Vanilla Sugar portion XXL 43 g,Other food items not elsewhere classified,Dr. Portion de sucre vanille Oetker XXL 43 g,Autres produits alimentaires nca
1235,Gulasz Wieprzowy Krakus ,Pozosta?e przetwory mi?sne,Krakus Pork Stew,Other meat preparations,Ragoût de porc Krakus,Autres préparations de viande
5528,?elki nimm2 ?miej?elki Sokki Jogurtowe ,Wyroby cukiernicze,Nimm2 ?miej?elki yogurt yogurt,Confectionery,Nimm2 Jelly Beans Yogourt iemiej?elki,Confiserie
10042,Tetley - Herbata zio?owo-owocowa o smaku ?urawiny i trawy c...,Herbata,Tetley - Herbal-fruit tea with cranberry and grass flavor ...,Tea,Tetley - thé aux fruits avec des arômes de canneberge et d&#39;herbe ...,thé
13358,Abraham Szynka Landschinken 80 g,W?dliny,Abraham Ham Landschinken 80 g,meats,Jambon d&#39;Abraham Landschinken 80 g,viandes
16081,Dawtona Drugie ?niadanie Mus 100% marchew mango jab?ko 100 g,Soki owocowe i warzywne,Dawton&#39;s Second Breakfast Mousse 100% mango carrot apple 100 g,Fruit and vegetable juices,Dawton&#39;s Second Breakfast Mousse 100% Carotte Pomme Carotte 100 g,Jus de fruits et de légumes
8596,Makar - P?atki migda?owe,Owoce suszone i orzechy,Makar - Almond flakes,Dried fruits and nuts,Makar - Flocons d&#39;amandes,Fruits secs et noix
2971,Napój funkcjonalny power water's ,Napoje orze?wiaj?ce,Power water&#39;s functional drink,Refreshing drinks,Boisson fonctionnelle de l&#39;eau de puissance,Boissons rafraîchissantes
10184,Vifon - Zupa Krewetkowa Tajska ostra,"Inne artyku?y ?ywno?ciowe, gdzie indziej niesklasyfikowane",Vifon - Thai spicy shrimp soup,Other food items not elsewhere classified,Vifon - Soupe thaï aux crevettes épicées,Autres produits alimentaires nca
122,Baton flap jack pistacja+kokos ,Wyroby cukiernicze,Baton flap jack pistachio + coconut,Confectionery,Baton flap jack pistache + noix de coco,Confiserie
6411,Bobovita - Kaszka ry?owa z bananami,?ywno?? dla dzieci,Bobovita - Rice porridge with bananas,Food for children,Bobovita - Bouillie de riz aux bananes,Nourriture pour les enfants
